,Web ID,Region,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
252,53986,North Africa,2020-08-05,2020,Aug,10,0,10,10,1,1,1,Presumed drowning,"20km southeast of Dakhla, Western Sahara","EFE, El PaÃ­s","23.797524746715, -16.037735226172",Western African,"https://archive.ph/unTq8, https://archive.vn/K0WF2",Uncategorized,3
253,53955,Europe,2020-08-05,2020,Aug,7,0,7,5,1,1,1,Accident,"Ardani intersection in Alexandroupoli, Greece",IOM Greece,"40.845719300000, 25.873962000000",Unknown,https://archive.ph/aR0uE,Southern Europe,4
254,54044,Horn of Africa,2020-08-05,2020,Aug,1,0,1,1,1,1,1,Starvation,"Djiboutian desert around Guahere, Obock region, Republic of Djibouti",IOM Djibouti medical team and local authorities,"12.389569100000, 43.019489700000",Horn Africa to Yemen,Unknown,Eastern Africa,5
255,53954,North Africa,2020-08-03,2020,Aug,7,13,20,40,5,2,1,Drowning,"Off the coast of Tarfaya, Morocco","Caminando Fronteras, h24info.ma","27.961800397219, -12.955810856836",Western African,"https://archive.ph/C11at, https://archive.vn/rf0Yu, https://archive.vn/ft0Mv",Uncategorized,4
256,53962,US-Mexico Border,2020-08-02,2020,Aug,1,0,1,1,1,1,1,Presumed exposure,"North of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA",Breitbart,"27.226987200000, -98.144171400000",Unknown,https://archive.ph/S3jUk,Northern America,1
257,53946,US-Mexico Border,2020-08-02,2020,Aug,1,0,1,1,1,1,1,Presumed exposure,"Unspecified location in La Rumorosa Mountain Range, Baja California, Mexico",Milenio,"32.521185700000, -116.065634400000",Unknown,https://archive.vn/wZk4g,Central America,1
258,53945,Mediterranean,2020-08-02,2020,Aug,1,7,8,3,1,7,1,Drowning,"Alboran Sea, 70 nautical miles off the coast of AlmerÃ­a, Spain","Caminando Fronteras, Europa Press, La Voz de AlmerÃ­a","35.938908600000, -3.035714100000",Western Mediterranean,"https://archive.ph/RZ5Jk, https://archive.vn/n5oWF, https://archive.ph/qKpDF",Uncategorized,4
259,53953,US-Mexico Border,2020-08-02,2020,Aug,2,0,2,1,1,1,1,Drowning,"Pacific Ocean, close to Ocean Beach, San Diego County, California, USA","KGTV, The San Diego Union Tribune","32.749498800000, -117.247035300000",Unknown,"https://archive.ph/3PNir, https://archive.vn/HacEr",Uncategorized,3
260,53944,Mediterranean,2020-08-02,2020,Aug,2,0,2,55,1,1,1,Unknown,"Remains recovered near Zliten, Libya",IOM Libya,"32.545175586025, 14.620544935156",Central Mediterranean,Unknown,Uncategorized,4
261,54081,Sub-Saharan Africa,2020-08-01,2020,Aug,1,0,1,1,1,1,1,Presumed drowning,Saint John River on the border with Guinea and Liberia,GNN Liberia; IOM GUINEA,"6.480176000000, -9.573383300000",Unknown,https://bit.ly/3gPH0jh,Western Africa,4
262,54045,Horn of Africa,2020-08-01,2020,Aug,1,0,1,1,1,1,1,Starvation,"Medical Centerl (CMH) Obock, Djibouti",IOM Djibouti medical team and local authorities,"11.964746500000, 43.288407100000",Horn Africa to Yemen,Unknown,Eastern Africa,5
263,54311,Mediterranean,2020-08-01,2020,Aug,1,10,10,79,1,9,1,Presumed drowinig,"Unspecified location off the coast of Libya, survivors disembarked at the Abu Sittah Naval Base, Tripoli, Libya",IOM Libya,"33.014883878293, 13.227852777642",Central Mediterranean,Unknown,Uncategorized,4
264,53952,US-Mexico Border,2020-08-01,2020,Aug,1,0,1,1,1,1,1,Injuries after falling from border wall,"Hospital in Yuma County, Arizona, USA (after falling from border wall on 26 July)",US Border Patrol,"32.692651200000, -114.627691600000",Unknown,https://archive.ph/10muV,Northern America,5
265,53940,Mediterranean,2020-07-30,2020,Jul,1,0,1,11,1,1,1,Starvation,"Alboran Sea, 56 nautical miles east of Carboneras, AlmerÃ­a, Spain - boat departed from Algeria","La Voz de AlmerÃ­a, Canal Sur","36.214401400000, -3.419552700000",Western Mediterranean,"https://archive.ph/ZEYOJ, https://archive.vn/p2faq",Uncategorized,3
266,53951,Mediterranean,2020-07-30,2020,Jul,2,0,2,13,1,2,1,Drowning,"Alboran Sea, off the coast of Ras El Ma, Nador, Morocco",NadorCity,"35.193268064197, -2.416617445508",Western Mediterranean,https://archive.ph/ovWsL,Uncategorized,1
267,54349,Mediterranean,2020-07-30,2020,Jul,1,0,1,1,1,1,1,Presumed drowning,"Unspecified location off the coast of Libya - disembarked at GACS Disembarkation Point in Tajoura, Libya",IOM Libya,"32.884085078932, 13.413420193359",Central Mediterranean,Unknown,Uncategorized,4
268,54039,US-Mexico Border,2020-07-30,2020,Jul,1,0,1,1,1,1,1,Hypothermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.804176000000, -111.819617400000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
269,54038,US-Mexico Border,2020-07-30,2020,Jul,1,0,1,1,1,1,1,Hypothermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
270,54310,Mediterranean,2020-07-29,2020,Jul,14,0,14,1,1,1,1,Presumed drowning,"Unspecified location off the coast of Libya - survivors disembarked in Tajoura, Libya. Remains recovered near Qarapoli and Tajoura between 29 July and 4 August",IOM Libya,"32.993038505060, 13.394651896782",Central Mediterranean,Unknown,Uncategorized,4
271,54322,Mediterranean,2020-07-29,2020,Jul,1,25,25,1,1,1,1,Presumed drowning,"Off the coast of Chebba, Mahdia governorate, Tunisia","Tunisia Defense Ministry, InfoMigrants, Webdo","35.233690000000, 11.217902099219",Central Mediterranean,"https://archive.vn/hZstV, https://archive.ph/T7HYj, https://archive.vn/2iKM8",Uncategorized,3
272,53936,US-Mexico Border,2020-07-29,2020,Jul,1,0,1,1,1,1,1,Presumed drowning,"RÃ­o Bravo at Juarez-Lincoln International Bridge, Nuevo Laredo, Tamaulipas, MÃ©xico","LÃ­der Web, El MaÃ±ana","27.499030200000, -99.502651600000",Unknown,"https://archive.ph/veUdY, https://archive.vn/eKYMC",Central America,1
273,54037,US-Mexico Border,2020-07-29,2020,Jul,1,0,1,1,1,1,1,Hypothermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.461192400000, -111.244386800000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
274,53985,US-Mexico Border,2020-07-28,2020,Jul,1,0,1,1,1,1,1,Drowning,"RÃ­o Bravo, Ciudad Juarez, Chihuahua, Mexico","El Heraldo de JuÃ¡rez, Net Notiicas","31.709642584844, -106.373736032420",Unknown,"https://archive.vn/Ipo9s, https://archive.vn/1bjlW",Central America,3
275,53933,Mediterranean,2020-07-27,2020,Jul,1,0,1,11,1,1,1,Drowning,"Unspecified off the coast of Zarzis, Tunisia","Alarm Phone, TN24, Directinfo","33.501813242461, 11.158187241797",Central Mediterranean,"https://archive.vn/igyO9, https://archive.vn/VFIbQ, https://archive.vn/4sc9n",Uncategorized,4
276,53935,US-Mexico Border,2020-07-27,2020,Jul,1,0,1,1,1,1,1,Unknown,"La MisiÃ³n, Ciudad AcuÃ±a, Coahuila, Mexico",ZÃ³calo,"29.304745800000, -100.902496200000",Unknown,https://archive.vn/cbHym,Central America,1
277,53934,Mediterranean,2020-07-27,2020,Jul,3,0,3,71,1,3,2,Murdered,"Al Khums disembarkation point, after being intercepted off the coast of Libya","IOM Libya, UNHCR","32.650950500000, 14.267898900000",Central Mediterranean,"https://bit.ly/2X4pPTZ, https://archive.vn/Az9ms, https://archive.ph/VKC1k",Northern Africa,4
278,53932,Mediterranean,2020-07-26,2020,Jul,1,2,3,13,1,1,1,Presumed drowning,"Unspecified location off the coast of Melloulech, Tunisia","Alarm Phone, Webdo","35.141411497282, 11.123592798047",Central Mediterranean,"https://archive.vn/igyO9, https://archive.vn/eL6VM",Uncategorized,4
279,53938,US-Mexico Border,2020-07-26,2020,Jul,1,0,1,1,1,1,1,Accident,"Near County 23rd Street, Yuma County, Arizona, USA",US Border Patrol,"32.442535431463, -114.633392470020",Unknown,https://archive.vn/FLOhY,Northern America,5
280,54196,South America,2020-07-26,2020,Jul,1,0,1,1,1,1,1,Murdered,"Bolivar City Commune, location number 19, Bogota, Colombia.",Alerta Bogota,"4.567024300000, -74.144274300000",Unknown,https://archive.ph/9rY8Q,South America,1
281,54046,Horn of Africa,2020-07-26,2020,Jul,1,0,1,1,1,1,1,Starvation,"Djiboutian desert around Doubiya, Obock region, Republic of Djibouti",IOM Djibouti medical team and local authorities,"12.130000000000, 43.380555600000",Horn Africa to Yemen,Unknown,Eastern Africa,5
282,53928,US-Mexico Border,2020-07-26,2020,Jul,2,0,2,1,1,1,1,Accident,"Ranch Road 674, Brackettville, Kinney County, Texas, USA","CBP, Kinney County Sheriff's Office, ZÃ³calo","29.327756400000, -100.408797700000",Unknown,"https://archive.vn/rXgJz, https://archive.vn/auY82, https://bit.ly/2DdJ1HM",Northern America,5
283,54036,US-Mexico Border,2020-07-25,2020,Jul,1,0,1,1,1,1,1,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.325149400000, -113.235480700000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
284,53931,US-Mexico Border,2020-07-24,2020,Jul,1,0,1,1,1,1,1,Presumed drowning,"RÃ­o Bravo, in the vecinity of the Kickapoo Casino, south of Eagle Pass, Maverick County, Texas, USA",Milton Andree,"28.608114010866, -100.443555305830",Unknown,https://archive.vn/ntE1S,Northern America,1
285,54339,Mediterranean,2020-07-24,2020,Jul,1,7,7,15,1,1,1,Presumed drowning (beaten and thrown into river),"Boat  sailed from TÃ©nÃ¨s port on 23 July to Spain and capsized near Oued El Qasab beach, TÃ©nÃ¨s, Chlef Province, Algeria","Es-Salam Online, Sawt Chabab","36.961437000000, 7.622403000000",Western Mediterranean,"https://archive.vn/WOCGW, https://archive.vn/T7QwQ",Uncategorized,3
286,53927,North Africa,2020-07-23,2020,Jul,1,0,1,1,1,1,1,Presumed drowning,"Body found 1 nautical mile (1,85 Km) off the coast of Morro Jable, Fuerteventura, Canary Islands, Spain",EFE,"28.000194883257, -14.368031492187",Western African,https://archive.ph/tJzex,Uncategorized,1
287,53919,Mediterranean,2020-07-22,2020,Jul,1,6,6,8,1,1,1,Presumed drowning,"Gibraltar Strait, between Tangiers, Morocco, and Algeciras, CÃ¡diz, Spain",Caminando Fronteras,"35.998239800000, -5.687873600000",Western Mediterranean,"https://archive.ph/wqD8P, https://archive.ph/kt28g",Uncategorized,4
288,53926,Caribbean,2020-07-22,2020,Jul,1,12,12,1,1,1,1,Presumed drowning,"Mona passage, Puerto Rico, USA",US Coast Guard,"18.343802741192, -67.859788215625",Unknown,https://archive.vn/QQ0Kr,Caribbean,5
289,53925,US-Mexico Border,2020-07-21,2020,Jul,5,0,5,1,1,1,1,Unknown,"Unspecified location close to Laredo, Webb County, Texas, USA",El maÃ±ana,"27.503561300000, -99.507551900000",Unknown,https://archive.ph/jYT0s,Northern America,1
290,54035,US-Mexico Border,2020-07-21,2020,Jul,1,0,1,1,1,1,1,Hypothermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.890798000000, -111.553213900000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
291,53918,Mediterranean,2020-07-21,2020,Jul,1,0,1,1,1,1,1,Presumed drowning,Body spotted floating at sea by Sea-Watch's Moonbird in position 33Âº25N 015Âº15E,Sea-Watch,"33.368527742572, 15.367405414581",Central Mediterranean,https://archive.vn/FD0qu,Uncategorized,4
292,54034,US-Mexico Border,2020-07-21,2020,Jul,1,0,1,1,1,1,1,Hypothermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.993970600000, -111.986816700000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
293,54033,US-Mexico Border,2020-07-21,2020,Jul,1,0,1,1,1,1,1,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.910342800000, -111.712032900000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
294,54032,US-Mexico Border,2020-07-21,2020,Jul,1,0,1,1,1,1,1,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.378343900000, -111.491549300000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
295,54029,US-Mexico Border,2020-07-20,2020,Jul,1,0,1,1,1,1,1,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"41.626431800000, 22.442500800000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
296,54028,US-Mexico Border,2020-07-20,2020,Jul,1,0,1,1,1,1,1,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
297,53924,Mediterranean,2020-07-20,2020,Jul,1,2,2,1,1,2,1,Presumed drowning,"Unspecified location in the Gibraltar Strait, off the coast of Tanger, Morocco","Caminando Fronteras, Xibaaru.sn","35.825187212638, -5.794128860547",Western Mediterranean,"https://archive.vn/465y7, https://archive.vn/wPJZR, https://archive.ph/mBbqp",Uncategorized,4
298,53917,US-Mexico Border,2020-07-20,2020,Jul,1,0,1,1,1,1,1,Presumed drowning,"Rio Bravo, in the vecinity of Bowie High School, El Paso, Texas, USA",Debbie Nathan (independent journalist),"31.763285498978, -106.457637739150",Unknown,https://archive.vn/9ycYb,Northern America,1
299,54031,US-Mexico Border,2020-07-20,2020,Jul,1,0,1,1,1,1,1,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.544590800000, -111.932355800000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
300,54030,US-Mexico Border,2020-07-20,2020,Jul,1,0,1,1,1,1,1,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.688290300000, -111.994218900000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
301,53937,US-Mexico Border,2020-07-19,2020,Jul,1,0,1,1,1,1,1,Presumed drowning,"RÃ­o Bravo in Miguel AlemÃ¡n, Tamaulipas, Mexico",VMC Agencia Informativa,"26.407691677633, -99.024691929053",Unknown,https://archive.vn/Fm9uo,Central America,1
302,53923,Europe,2020-07-19,2020,Jul,1,0,1,1,1,1,1,Unknown,"On the shore of the Lake BileÄa in MiruÅ¡e, BileÄa Municipality, Bosnia and Herzegovina","Nezavisne, Klix","42.825215600000, 18.439474000000",Western Balkans,"https://archive.ph/zPbsx, https://archive.vn/TtvoZ",Southern Europe,3
303,53910,Mediterranean,2020-07-19,2020,Jul,1,2,2,88,1,2,1,Presumed drowning,"Unspecified location off the coast of Libya - survivors disembarked at Al Khums, Libya",IOM Libya,"33.282335972307, 14.319168319491",Central Mediterranean,Unknown,Uncategorized,4
304,53950,North Africa,2020-07-18,2020,Jul,1,63,63,1,20,1,1,Presumed drowning,"Left from Tarfaya, Morocco with the Canary Islands as presumed destination, disappeared without a trace","Alarm Phone, Caminando Fronteras, Spanish Refugee Commission","27.988482516115, -12.957184147852",Western African,"https://archive.ph/kLsWx, https://archive.vn/IKCqI, https://archive.vn/nqtDx, https://archive.vn/0RBj4",Uncategorized,4
305,54257,South America,2020-07-18,2020,Jul,1,0,1,1,1,1,1,Health Condition,"Manuel Diaz Rodriguez Highschool, Municipality of Bolivar, San Antonio del Tachira, Venezuela.",La OpiniÃ³n,"7.817814100000, -72.442581900000",Unknown,https://archive.ph/0avFT,South America,1
306,54256,South America,2020-07-18,2020,Jul,1,0,1,1,1,1,1,Heart attack,"Manuel Diaz Rodriguez Highschool, Municipality of Bolivar, San Antonio del Tachira, Venezuela.",La OpiniÃ³n,"7.820796100000, -72.445525700000",Unknown,https://archive.ph/0avFT,South America,1
307,54047,Horn of Africa,2020-07-17,2020,Jul,2,0,2,1,1,2,1,Starvation,"Djiboutian desert around Oulma, Obock region, Republic of Djibouti",IOM Djibouti medical team and local authorities,"12.142430800000, 43.377416500000",Horn Africa to Yemen,Unknown,Eastern Africa,5
308,53909,US-Mexico Border,2020-07-17,2020,Jul,1,0,1,1,1,1,1,Presumed drowning,"RÃ­o Bravo, 12 miles north of El Paso, Maverick County, Texas, USA",La Rancherita del Aire,"31.777485075401, -106.524524570500",Unknown,https://archive.vn/SK15P,Northern America,1
309,54027,US-Mexico Border,2020-07-16,2020,Jul,1,0,1,1,1,1,1,Hypothermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.398098900000, -110.075330400000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
310,54026,US-Mexico Border,2020-07-16,2020,Jul,1,0,1,1,1,1,1,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.039629500000, -112.711372100000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
311,54025,US-Mexico Border,2020-07-16,2020,Jul,1,0,1,1,1,1,1,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
312,53908,US-Mexico Border,2020-07-16,2020,Jul,1,0,1,1,1,1,1,Presumed drowning,"RÃ­o Bravo, near Rancho El Porvernir, Ejido Los Corrales, Reynosa, Tamaulipas, Mexico",El MaÃ±ana,"26.075277821144, -98.218528651361",Unknown,https://archive.vn/SW2PE,Central America,1
313,53907,US-Mexico Border,2020-07-16,2020,Jul,1,0,1,1,1,1,1,Presumed exposure,"Died in hospital after being found on 6 July in a remote ranch near Laredo, Webb County, Texas, USA","US Border Patrol, El MaÃ±ana","27.533453274286, -99.333601718657",Unknown,"https://archive.ph/mt3Gw, https://archive.vn/j50AM",Northern America,5
314,53916,Mediterranean,2020-07-15,2020,Jul,1,0,1,72,1,1,1,Presumed drowning,"Off the coast of Mahdia, Tunisia",RÃ©alitÃ©s,"35.518655224434, 11.110265677734",Central Mediterranean,https://archive.ph/B83ej,Uncategorized,1
315,53915,Sub-Saharan Africa,2020-07-15,2020,Jul,1,0,1,1,1,1,1,Drowning,"Passe de Morne Rouge, off the coast of Mayotte, France","IOM Madagascar, Regional Maritime Information Fusion Centre","-12.829508518478, 45.071486919922",Unknown,Unknown,Eastern Africa,5
316,53906,US-Mexico Border,2020-07-14,2020,Jul,1,0,1,1,1,1,1,Unknown,"Found dead on top of a train in the industrial park Alianza Derramadero, Coahuila, Mexico","Vanguardia, El Siglo de TorreÃ³n","25.239157500000, -101.174665500000",Unknown,"https://archive.ph/Mzuws, https://archive.vn/xDJPi",Central America,1
317,53905,Mediterranean,2020-07-14,2020,Jul,1,0,1,1,1,1,1,Presumed drowning,"Off the coast of Gergaresh, Libya",IOM Libya,"32.869652400000, 13.109168200000",Central Mediterranean,Unknown,Uncategorized,4
318,54022,US-Mexico Border,2020-07-13,2020,Jul,1,0,1,1,1,1,1,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.365672200000, -109.711483000000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
319,54024,US-Mexico Border,2020-07-13,2020,Jul,1,0,1,1,1,1,1,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.059639800000, -111.930200400000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
320,54023,US-Mexico Border,2020-07-13,2020,Jul,1,0,1,1,1,1,1,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.923968200000, -112.150236500000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
321,53900,Europe,2020-07-12,2020,Jul,1,0,1,1,1,1,1,Unknown,"Vrelo, Kumanovo, North Macedonia","IOM North Macedonia, Sloboden Pecat","42.132289500000, 21.725693600000",Western Balkans,https://archive.ph/9K6SK,Southern Europe,1
322,54021,US-Mexico Border,2020-07-12,2020,Jul,1,0,1,1,1,1,1,Unknown,"1650 East Old Vail Road, Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.075773800000, -110.949701400000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
323,53904,Mediterranean,2020-07-12,2020,Jul,1,4,4,1,1,4,1,Presumed drowning,"Boat departed from Tunisia with the aim of reaching Italy, but drifted and capsized off the coast of northwestern Crete, Greece",Hellenic Coast Guard via IOM Greece,"35.696445773266, 23.523868709375",Central Mediterranean,Unknown,Uncategorized,5
324,53903,US-Mexico Border,2020-07-12,2020,Jul,1,0,1,1,1,1,1,Presumed exposure,"20000 block of S. Jett Road, Bexar County, Texas, USA","News 4 San Antonio, La OpiniÃ³n","29.222397900000, -98.574269100000",Central America to US,"https://archive.vn/4ow2u, https://archive.ph/znEiW, https://archive.vn/APpEf",Northern America,3
325,54048,Horn of Africa,2020-07-11,2020,Jul,3,0,3,1,1,2,1,Starvation,"Djiboutian desert around Ras-bir, Obock region, Republic of Djibouti",IOM Djibouti medical team and local authorities,"11.825138000000, 42.590275000000",Horn Africa to Yemen,Unknown,Eastern Africa,5
326,54020,US-Mexico Border,2020-07-11,2020,Jul,1,0,1,1,1,1,1,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.384683400000, -110.976153600000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
327,54019,US-Mexico Border,2020-07-10,2020,Jul,1,0,1,1,1,1,1,Hypothermia,"Kino Springs Drive and East Sagebrush Road , Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.361110000000, -110.813247000000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
328,53902,Europe,2020-07-10,2020,Jul,1,0,1,2,1,1,1,Presumed drowning,"At the port of DurrÃ«s, Albania","Shqiptarja, Exit","41.313922000000, 19.455799000000",Unknown,"https://archive.vn/BsSI0, https://archive.ph/rNGk9",Southern Europe,1
329,54018,US-Mexico Border,2020-07-10,2020,Jul,1,0,1,1,1,1,1,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.359264100000, -110.965465900000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
330,53899,US-Mexico Border,2020-07-09,2020,Jul,1,0,1,1,1,1,1,Health Condition,"Found near La Grulla, Starr County, Texas, USA - died in  a South Texas hospital","US Border Patrol, KRGV","26.269514800000, -98.647245600000",Unknown,"https://archive.ph/lj0dH, https://archive.ph/qwtul",Northern America,5
331,53898,US-Mexico Border,2020-07-09,2020,Jul,1,0,1,1,1,1,1,Murdered,"Calexico West port of entry, Imperial County, California, USA",US Border Patrol,"32.665191916550, -115.496520996090",Unknown,https://archive.vn/f6Hae,Northern America,5
332,54016,US-Mexico Border,2020-07-08,2020,Jul,1,0,1,1,1,1,1,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.368400400000, -111.372466200000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
333,53889,Mediterranean,2020-07-08,2020,Jul,1,7,7,18,1,1,1,Presumed drowning,Unspecified location off the coast of Libya,IOM Libya,"31.337056416698, 17.492002875000",Central Mediterranean,Unknown,Uncategorized,4
334,53901,US-Mexico Border,2020-07-08,2020,Jul,1,0,1,1,1,1,1,Accident,"Border wall between Anapra, Mexico and Sunland Park, New Mexico, USA (west of El Paso, Texas).",El Paso Matters,"31.786209528293, -106.566342020530",Unknown,"https://archive.ph/d6yYH, https://archive.vn/GU8rG",Northern America,1
335,54017,US-Mexico Border,2020-07-08,2020,Jul,1,0,1,1,1,1,1,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.422375500000, -113.433947300000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
336,54015,US-Mexico Border,2020-07-07,2020,Jul,1,0,1,1,1,1,1,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.370924100000, -109.708069600000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
337,53890,South America,2020-07-07,2020,Jul,1,0,1,1,1,1,1,Presumed drowning,"Rio Guaitara, Ipiales, Narino, Colombia","Radio Caracol, El Universo, El Norte","0.813133583769, -77.663943523936",Unknown,"https://archive.ph/s57Uy, https://archive.ph/AYrE1, https://archive.vn/FaHNN",South America,3
338,54194,South America,2020-07-07,2020,Jul,1,0,1,1,1,1,1,Murdered,"Padre Urtado Commune, Talagante Province, Santiago Metropolitan Region, Chile",La Izquierda Diario,"-33.569536200000, -70.815671700000",Unknown,https://archive.ph/AmVOm,South America,1
339,53891,US-Mexico Border,2020-07-06,2020,Jul,1,0,1,1,1,1,1,Presumed exposure,"Near U.S. Highway 59, east of Laredo, Webb County, Texas, USA",U.S. Customs and Border Protection,"27.528235800000, -99.445670500000",Unknown,https://archive.ph/ipg1T,Northern America,5
340,53897,US-Mexico Border,2020-07-05,2020,Jul,2,0,2,1,1,2,1,Exposure,"South of Wellton, Yuma County, Arizona, USA",US Border Patrol,"32.672825600000, -114.146882100000",Unknown,https://archive.vn/VC8R9,Northern America,5
341,54126,South America,2020-07-04,2020,Jul,1,0,1,1,1,1,1,Drowning,"Batuco Camp, Chacabuco Province, Santiago, Chile",El Desconcierto,"-33.206343700000, -70.830056700000",Unknown,https://archive.ph/tRQWb,South America,1
342,53888,Sub-Saharan Africa,2020-07-04,2020,Jul,2,0,2,1,1,1,1,Murdered,"Near Mahama Refugee Camp, Rwanda, near border of Tanzania ","UNHCR, Chimp Report, Crooze FM","-2.311477576222, 30.849546116455",Unknown,"https://archive.ph/VBQck, https://archive.vn/JwS1p, https://archive.vn/dL4lw",Southern Africa,4
343,53896,US-Mexico Border,2020-07-04,2020,Jul,1,0,1,1,1,1,1,Cardiac arrest,"Near Roma, Webb County, Texas, USA",US Border Patrol,"26.408852300000, -99.015655400000",Unknown,https://archive.vn/DLpSJ,Northern America,5
344,53883,Europe,2020-07-02,2020,Jul,1,0,1,1,1,1,1,Murdered,"Kulen Vakuf, Bosnia near border with Croatia",Fena News,"44.562805523157, 16.033354741612",Western Balkans,"https://archive.ph/pgULu, https://archive.ph/gsEkR",Southern Europe,3
345,54105,Middle East,2020-06-30,2020,Jun,2,0,2,1,1,1,1,Drowning,"Evros/MeriÃ§ River, Doyran Village, AdÄ±yaman Province, Turkey",Gendarmerie General Command Turkey via IOM Turkey,"41.194149204407, 26.319298046875",Unknown,Unknown,Western Asia,5
346,53914,Mediterranean,2020-06-30,2020,Jun,1,0,1,1,1,1,1,Unknown,Body spotted floating at sea by Sea-Watch's Seabird in position 34Âº00N 012Âº05E,Sea Watch,"33.852169701407, 11.392822265625",Central Mediterranean,https://archive.vn/pckdC,Uncategorized,4
347,53880,Mediterranean,2020-06-29,2020,Jun,1,3,4,35,1,1,1,Drowning,"Off the coast of Ayvalik, Turkey",Turkish Coast Guard ,"39.283195240031, 26.528049855767",Eastern Mediterranean,"https://archive.ph/0g7n7, https://archive.ph/brFro",Uncategorized,5
348,54014,US-Mexico Border,2020-06-29,2020,Jun,1,0,1,1,1,1,1,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.771801900000, -111.924265100000",Unknown,https://humaneborders.info/app/mapa.asp,Northern America,5
349,53913,Mediterranean,2020-06-29,2020,Jun,1,0,1,1,1,1,1,Unknown,Body spotted floating at sea by Sea-Watch's Seabird in position 34Âº15N 012Âº25E at 1333z,Sea Watch,"34.250000000000, 12.416666700000",Central Mediterranean,https://archive.ph/WOqLr,Uncategorized,4
